21:21:17 5040 A     
21:21:22 5000 A     
21:21:27 5000 A Pause    
21:21:32 5000 A Pause    
21:21:37 5000 A Pause    
21:21:42 5000 A Pause    
21:21:47 5000 A Pause    
21:21:52 5000 A Pause    
21:21:57 5000 A Pause    
21:22:02 5000 A Pause    
21:22:07 5000 A Pause    
21:22:12 5000 A Pause    
21:22:17 5000 A Pause    
21:22:22 5000 A Pause    
21:22:27 5000 A Pause    
21:22:32 5000 A Pause    
21:22:37 5000 A Pause    
21:22:42 5000 A Pause    
21:22:47 5000 A Pause    
21:22:52 5000 A Pause    
21:22:57 5000 A Pause    
21:23:02 5000 A Pause    
21:23:07 5000 A Pause    
21:23:12 5000 A Pause    
21:23:17 5000 A Pause    
21:23:22 5000 A Pause    
21:23:27 5000 A Pause    
21:23:32 5000 A Pause    
21:23:37 5000 A Pause    
21:23:42 5000 A Pause    
21:23:47 5000 A Pause    
21:23:52 5000 A Pause    
21:23:57 5000 A Pause    
21:24:02 5000 A Pause    
21:24:07 5000 A Pause    
21:24:12 5000 A Pause    
21:24:17 5000 A Pause    
21:24:22 5000 A Pause    
21:24:27 5000 A Pause    
21:24:32 5000 A Pause    
21:24:37 5000 A Pause    
21:24:42 5000 A Pause    
21:24:47 5000 A Pause    
21:24:52 5000 A Pause    
21:24:57 5000 A Pause    
21:25:02 5000 A Pause    
21:25:07 5000 A Pause    
21:25:12 5000 A Pause    
21:25:17 5000 A Pause    
21:25:22 5000 A Pause    
21:25:27 5000 A Pause    
21:25:32 5000 A Pause    
21:25:37 5000 A Pause    
21:25:42 5000 A Pause    
21:25:47 5000 A Pause    
21:25:52 5000 A Pause    
21:25:57 5000 A Pause    
21:26:02 5000 A Pause    
21:26:07 5000 A Pause    
21:26:12 5000 A Pause    
21:26:17 5000 A Pause    
21:26:22 5000 A Pause    
21:26:27 5000 A Pause    
21:26:32 5000 A Pause    
21:26:37 5000 A Pause    
21:26:42 5000 A Pause    
21:26:47 5000 A Pause    
21:26:52 5000 A Pause    
21:26:57 5000 A Pause    
21:27:02 5000 A Pause    
21:27:07 5000 A Pause    
21:27:12 5000 A Pause    
21:27:17 5000 A Pause    
21:27:22 5000 A Pause    
21:27:27 5000 A Pause    
21:27:32 5000 A Pause    
21:27:37 5000 A Pause    
21:27:42 5000 A Pause    
21:27:47 5000 A Pause    
21:27:52 5000 A Pause    
21:27:57 5000 A Pause    
21:28:02 5000 A Pause    
21:28:07 5000 A Pause    
21:28:12 5000 A Pause    
21:28:17 5000 A Pause    
21:28:22 5000 A Pause    
21:28:27 5000 A Pause    
21:28:32 5000 A Pause    
21:28:37 5000 A Pause    
21:28:42 5000 A Pause    
21:28:47 5000 A Pause    
21:28:52 5000 A Pause    
21:28:57 5000 A Pause    
21:29:02 5000 A Pause    
21:29:07 5000 A Pause    
21:29:12 5000 A Pause    
21:29:17 5000 A Pause    
21:29:22 5000 A Pause    
21:29:27 5000 A Pause    
21:29:32 5000 A Pause    
21:29:37 5000 A Pause    
21:29:42 5000 A Pause    
21:29:47 5000 A Pause    
21:29:52 5000 A Pause    
21:29:57 5000 A Pause    
21:30:02 5000 A Pause    
21:30:07 5000 A Pause    
21:30:12 5000 A Pause    
21:30:17 5000 A Pause    
21:30:22 5000 A Pause    
21:30:27 5000 A Pause    
21:30:32 5000 A Pause    
21:30:37 5000 A Pause    
21:30:42 5000 A Pause    
21:30:47 5000 A Pause    
21:30:52 5000 A Pause    
21:30:57 5000 A Pause    
21:31:02 5000 A Pause    
21:31:07 5000 A Pause    
21:31:12 5000 A Pause    
21:31:17 5000 A Pause    
21:31:22 5000 A Pause    
21:31:27 5000 A Pause    
21:31:32 5000 A Pause    
21:31:37 5000 A Pause    
21:31:42 5000 A Pause    
21:31:47 5000 A Pause    
21:31:52 5000 A Pause    
21:31:57 5000 A Pause    
21:32:02 5000 A Pause    
21:32:07 5000 A Pause    
21:32:12 5000 A Pause    
21:32:17 5000 A Pause    
21:32:22 5000 A Pause    
21:32:27 5000 A Pause    
21:32:32 5000 A Pause    
21:32:37 5000 A Pause    
21:32:42 5000 A Pause    
21:32:47 5000 A Pause    
21:32:52 5000 A Pause    
21:32:57 5000 A Pause    
21:33:02 5000 A Pause    
21:33:07 5000 A Pause    
