09:52:24 5000 A     
09:52:29 5000 A     
09:52:34 5000 A Pause    
09:52:39 5000 A Pause    
09:52:44 5000 A Pause    
09:52:49 5000 A Pause    
09:52:54 5000 A Pause    
09:52:59 5000 A Pause    
09:53:04 5000 A Pause    
09:53:09 5000 A Pause    
09:53:14 5000 A Pause    
09:53:19 5000 A Pause    
09:53:24 5000 A Pause    
09:53:29 5000 A Pause    
09:53:34 5000 A Pause    
09:53:39 5000 A Pause    
09:53:44 5000 A Pause    
09:53:49 5000 A Pause    
09:53:54 5000 A Pause    
09:53:59 5000 A Pause    
09:54:04 5000 A Pause    
09:54:09 5000 A Pause    
09:54:14 5000 A Pause    
09:54:19 5000 A Pause    
09:54:24 5000 A Pause    
09:54:29 5000 A Pause    
09:54:34 5000 A Pause    
09:54:39 5000 A Pause    
09:54:44 5000 A Pause    
09:54:49 5000 A Pause    
09:54:54 5000 A Pause    
09:54:59 5000 A Pause    
09:55:04 5000 A Pause    
09:55:09 5000 A Pause    
09:55:14 5000 A Pause    
09:55:19 5000 A Pause    
09:55:24 5000 A Pause    
09:55:29 5000 A Pause    
09:55:34 5000 A Pause    
09:55:39 5000 A Pause    
09:55:44 5000 A Pause    
09:55:49 5000 A Pause    
09:55:54 5000 A Pause    
09:55:59 5000 A Pause    
09:56:04 5000 A Pause    
09:56:09 5000 A Pause    
09:56:14 5000 A Pause    
09:56:19 5000 A Pause    
09:56:24 5000 A Pause    
09:56:29 5000 A Pause    
09:56:34 5000 A Pause    
09:56:39 5000 A Pause    
09:56:44 5000 A Pause    
09:56:49 5000 A Pause    
09:56:54 5000 A Pause    
09:56:59 5000 A Pause    
09:57:04 5000 A Pause    
09:57:09 5000 A Pause    
09:57:14 5000 A Pause    
09:57:19 5000 A Pause    
09:57:24 5000 A Pause    
09:57:29 5000 A Pause    
09:57:34 5000 A Pause    
09:57:39 5000 A Pause    
09:57:44 5000 A Pause    
09:57:49 5000 A Pause    
09:57:54 5000 A Pause    
09:57:59 5000 A Pause    
09:58:04 5000 A Pause    
09:58:09 5000 A Pause    
09:58:14 5000 A Pause    
09:58:19 5000 A Pause    
09:58:24 5000 A Pause    
09:58:29 5000 A Pause    
09:58:34 5000 A Pause    
09:58:39 5000 A Pause    
09:58:44 5000 A Pause    
09:58:49 5000 A Pause    
09:58:54 5000 A Pause    
09:58:59 5000 A Pause    
09:59:04 5000 A Pause    
09:59:09 5000 A Pause    
09:59:14 5000 A Pause    
09:59:19 5000 A Pause    
09:59:24 5000 A Pause    
09:59:29 5000 A Pause    
09:59:34 5000 A Pause    
09:59:39 5000 A Pause    
09:59:44 5000 A Pause    
09:59:49 5000 A Pause    
09:59:54 5000 A Pause    
09:59:59 5000 A Pause    
10:00:04 5000 A Pause    
10:00:09 5000 A Pause    
10:00:14 5000 A Pause    
10:00:19 5000 A Pause    
10:00:24 5000 A Pause    
10:00:29 5000 A Pause    
10:00:34 5000 A Pause    
10:00:39 5000 A Pause    
10:00:44 5000 A Pause    
10:00:49 5000 A Pause    
10:00:54 5000 A Pause    
10:00:59 5000 A Pause    
10:01:04 5000 A Pause    
10:01:09 5000 A Pause    
10:01:14 5000 A Pause    
10:01:19 5000 A Pause    
10:01:24 5000 A Pause    
10:01:29 5000 A Pause    
10:01:34 5000 A Pause    
10:01:39 5000 A Pause    
10:01:44 5000 A Pause    
10:01:49 5000 A Pause    
10:01:54 5000 A Pause    
10:01:59 5000 A Pause    
10:02:04 5000 A Pause    
10:02:09 5000 A Pause    
10:02:14 5000 A Pause    
10:02:19 5000 A Pause    
10:02:24 5000 A Pause    
10:02:29 5000 A Pause    
10:02:34 5000 A Pause    
10:02:39 5000 A Pause    
10:02:44 5000 A Pause    
10:02:49 5000 A Pause    
10:02:54 5000 A Pause    
10:02:59 5000 A Pause    
10:03:04 5000 A Pause    
10:03:09 5000 A Pause    
10:03:14 5000 A Pause    
10:03:19 5000 A Pause    
10:03:24 5000 A Pause    
10:03:29 5000 A Pause    
10:03:34 5000 A Pause    
10:03:39 5000 A Pause    
10:03:44 5000 A Pause    
10:03:49 5000 A Pause    
10:03:54 5000 A Pause    
10:03:59 5000 A Pause    
10:04:04 5000 A Pause    
10:04:09 5000 A Pause    
10:04:14 5000 A Pause    
10:04:19 5000 A Pause    
10:04:24 5000 A Pause    
10:04:29 5000 A Pause    
10:04:34 5000 A Pause    
10:04:39 5000 A Pause    
10:04:44 5000 A Pause    
10:04:49 5000 A Pause    
10:04:54 5000 A Pause    
10:04:59 5000 A Pause    
10:05:04 5000 A Pause    
10:05:09 5000 A Pause    
10:05:14 5000 A Pause    
10:05:19 5000 A Pause    
10:05:24 5000 A Pause    
10:05:29 5000 A Pause    
10:05:34 5000 A Pause    
10:05:39 5000 A Pause    
10:05:44 5000 A Pause    
10:05:49 5000 A Pause    
10:05:54 5000 A Pause    
10:05:59 5000 A Pause    
10:06:04 5000 A Pause    
10:06:09 5000 A Pause    
10:06:14 5000 A Pause    
10:06:19 5000 A Pause    
10:06:24 5000 A Pause    
10:06:29 5000 A Pause    
10:06:34 5000 A Pause    
10:06:39 5000 A Pause    
10:06:44 5000 A Pause    
10:06:49 5000 A Pause    
10:06:54 5000 A Pause    
10:06:59 5000 A Pause    
10:07:04 5000 A Pause    
10:07:09 5000 A Pause    
10:07:14 5000 A Pause    
10:07:19 5000 A Pause    
10:07:24 5000 A Pause    
10:07:29 5000 A Pause    
10:07:34 5000 A Pause    
10:07:39 5000 A Pause    
10:07:44 5000 A Pause    
10:07:49 5000 A Pause    
10:07:54 5000 A Pause    
10:07:59 5000 A Pause    
10:08:04 5000 A Pause    
10:08:09 5000 A Pause    
10:08:14 5000 A Pause    
10:08:19 5000 A Pause    
10:08:24 5000 A Pause    
10:08:29 5000 A Pause    
10:08:34 5000 A Pause    
10:08:39 5000 A Pause    
10:08:44 5000 A Pause    
10:08:49 5000 A Pause    
10:08:54 5000 A Pause    
10:08:59 5000 A Pause    
10:09:04 5000 A Pause    
10:09:09 5000 A Pause    
10:09:14 5000 A Pause    
10:09:19 5000 A Pause    
10:09:24 5000 A Pause    
10:09:29 5000 A Pause    
10:09:34 5000 A Pause    
10:09:39 5000 A Pause    
10:09:44 5000 A Pause    
10:09:49 5000 A Pause    
10:09:54 5000 A Pause    
10:09:59 5000 A Pause    
10:10:04 5000 A Pause    
10:10:09 5000 A Pause    
10:10:14 5000 A Pause    
10:10:19 5000 A Pause    
10:10:24 5000 A Pause    
10:10:29 5000 A Pause    
10:10:34 5000 A Pause    
10:10:39 5000 A Pause    
10:10:44 5000 A Pause    
10:10:49 5000 A Pause    
10:10:54 5000 A Pause    
10:10:59 5000 A Pause    
10:11:04 5000 A Pause    
10:11:09 5000 A Pause    
10:11:14 5000 A Pause    
10:11:19 5000 A Pause    
10:11:24 5000 A Pause    
10:11:29 5000 A Pause    
10:11:34 5000 A Pause    
10:11:39 5000 A Pause    
10:11:44 5000 A Pause    
10:11:49 5000 A Pause    
10:11:54 5000 A Pause    
10:11:59 5000 A Pause    
10:12:04 5000 A Pause    
10:12:09 5000 A Pause    
10:12:14 5000 A Pause    
10:12:19 5000 A Pause    
10:12:24 5000 A Pause    
10:12:29 5000 A Pause    
10:12:34 5000 A Pause    
10:12:39 5000 A Pause    
10:12:44 5000 A Pause    
10:12:49 5000 A Pause    
10:12:54 5000 A Pause    
10:12:59 5000 A Pause    
10:13:04 5000 A Pause    
10:13:09 5000 A Pause    
10:13:14 5000 A Pause    
10:13:19 5000 A Pause    
10:13:24 5000 A Pause    
10:13:29 5000 A Pause    
10:13:34 5000 A Pause    
10:13:39 5000 A Pause    
10:13:44 5000 A Pause    
10:13:49 5000 A Pause    
10:13:54 5000 A Pause    
10:13:59 5000 A Pause    
10:14:04 5000 A Pause    
10:14:09 5000 A Pause    
10:14:14 5000 A Pause    
10:14:19 5000 A Pause    
10:14:24 5000 A Pause    
10:14:29 5000 A Pause    
10:14:34 5000 A Pause    
10:14:39 5000 A Pause    
10:14:44 5000 A Pause    
10:14:49 5000 A Pause    
10:14:54 5000 A Pause    
10:14:59 5000 A Pause    
10:15:04 5000 A Pause    
10:15:09 5000 A Pause    
10:15:14 5000 A Pause    
10:15:19 5000 A Pause    
10:15:24 5000 A Pause    
10:15:29 5000 A Pause    
10:15:34 5000 A Pause    
10:15:39 5000 A Pause    
10:15:44 5000 A Pause    
10:15:49 5000 A Pause    
10:15:54 5000 A Pause    
10:15:59 5000 A Pause    
10:16:04 5000 A Pause    
10:16:09 5000 A Pause    
10:16:14 5000 A Pause    
10:16:19 5000 A Pause    
10:16:24 5000 A Pause    
10:16:29 5000 A Pause    
10:16:34 5000 A Pause    
10:16:39 5000 A Pause    
10:16:44 5000 A Pause    
10:16:49 5000 A Pause    
10:16:54 5000 A Pause    
10:16:59 5000 A Pause    
10:17:04 5000 A Pause    
10:17:09 5000 A Pause    
10:17:14 5000 A Pause    
10:17:19 5000 A Pause    
10:17:24 5000 A Pause    
10:17:29 5000 A Pause    
10:17:34 5000 A Pause    
10:17:39 5000 A Pause    
10:17:44 5000 A Pause    
10:17:49 5000 A Pause    
10:17:54 5000 A Pause    
10:17:59 5000 A Pause    
10:18:04 5000 A Pause    
10:18:09 5000 A Pause    
10:18:14 5000 A Pause    
10:18:19 5000 A Pause    
10:18:24 5000 A Pause    
10:18:29 5000 A Pause    
10:18:34 5000 A Pause    
10:18:39 5000 A Pause    
10:18:44 5000 A Pause    
10:18:49 5000 A Pause    
10:18:54 5000 A Pause    
10:18:59 5000 A Pause    
10:19:04 5000 A Pause    
10:19:09 5000 A Pause    
10:19:14 5000 A Pause    
10:19:19 5000 A Pause    
10:19:24 5000 A Pause    
10:19:29 5000 A Pause    
10:19:34 5000 A Pause    
10:19:39 5000 A Pause    
10:19:44 5000 A Pause    
10:19:49 5000 A Pause    
10:19:54 5000 A Pause    
10:19:59 5000 A Pause    
10:20:04 5000 A Pause    
10:20:09 5000 A Pause    
10:20:14 5000 A Pause    
10:20:19 5000 A Pause    
10:20:24 5000 A Pause    
10:20:29 5000 A Pause    
10:20:34 5000 A Pause    
10:20:39 5000 A Pause    
10:20:44 5000 A Pause    
10:20:49 5000 A Pause    
10:20:54 5000 A Pause    
10:20:59 5000 A Pause    
10:21:04 5000 A Pause    
10:21:09 5000 A Pause    
10:21:14 5000 A Pause    
10:21:19 5000 A Pause    
10:21:24 5000 A Pause    
10:21:29 5000 A Pause    
10:21:34 5000 A Pause    
10:21:39 5000 A Pause    
10:21:44 5000 A Pause    
10:21:49 5000 A Pause    
10:21:54 5000 A Pause    
10:21:59 5000 A Pause    
10:22:04 5000 A Pause    
10:22:09 5000 A Pause    
10:22:14 5000 A Pause    
10:22:19 5000 A Pause    
10:22:24 5000 A Pause    
10:22:29 5000 A Pause    
10:22:34 5000 A Pause    
10:22:39 5000 A Pause    
10:22:44 5000 A Pause    
