12:53:59 5040 A     
12:54:04 5000 A     
12:54:09 5000 A Pause    
12:54:14 5000 A Pause    
12:54:19 5000 A Pause    
12:54:24 5000 A Pause    
12:54:29 5000 A Pause    
12:54:34 5000 A Pause    
12:54:39 5000 A Pause    
12:54:44 5000 A Pause    
12:54:49 5000 A Pause    
12:54:54 5000 A Pause    
12:54:59 5000 A Pause    
12:55:04 5000 A Pause    
12:55:09 5000 A Pause    
12:55:14 5000 A Pause    
12:55:19 5000 A Pause    
12:55:24 5000 A Pause    
12:55:29 5000 A Pause    
12:55:34 5000 A Pause    
12:55:39 5000 A Pause    
12:55:44 5000 A Pause    
12:55:49 5000 A Pause    
12:55:54 5000 A Pause    
12:55:59 5000 A Pause    
12:56:04 5000 A Pause    
12:56:09 5000 A Pause    
12:56:14 5000 A Pause    
12:56:19 5000 A Pause    
12:56:24 5000 A Pause    
12:56:29 5000 A Pause    
12:56:34 5000 A Pause    
12:56:39 5000 A Pause    
12:56:44 5000 A Pause    
12:56:49 5000 A Pause    
12:56:54 5000 A Pause    
12:56:59 5000 A Pause    
12:57:04 5000 A Pause    
12:57:09 5000 A Pause    
12:57:14 5000 A Pause    
12:57:19 5000 A Pause    
12:57:24 5000 A Pause    
12:57:29 5000 A Pause    
12:57:34 5000 A Pause    
12:57:39 5000 A Pause    
12:57:44 5000 A Pause    
12:57:49 5000 A Pause    
12:57:54 5000 A Pause    
12:57:59 5000 A Pause    
12:58:04 5000 A Pause    
12:58:09 5000 A Pause    
12:58:14 5000 A Pause    
12:58:19 5000 A Pause    
12:58:24 5000 A Pause    
12:58:29 5000 A Pause    
12:58:34 5000 A Pause    
12:58:39 5000 A Pause    
12:58:44 5000 A Pause    
12:58:49 5000 A Pause    
12:58:54 5000 A Pause    
12:58:59 5000 A Pause    
12:59:04 5000 A Pause    
12:59:09 5000 A Pause    
12:59:14 5000 A Pause    
12:59:19 5000 A Pause    
12:59:24 5000 A Pause    
12:59:29 5000 A Pause    
12:59:34 5000 A Pause    
12:59:39 5000 A Pause    
12:59:44 5000 A Pause    
12:59:49 5000 A Pause    
12:59:54 5000 A Pause    
12:59:59 5000 A Pause    
13:00:04 5000 A Pause    
13:00:09 5000 A Pause    
13:00:14 5000 A Pause    
13:00:19 5000 A Pause    
13:00:24 5000 A Pause    
13:00:29 5000 A Pause    
13:00:34 5000 A Pause    
13:00:39 5000 A Pause    
13:00:44 5000 A Pause    
13:00:49 5000 A Pause    
