13:53:52 5040 A     
13:53:57 5000 A     
13:54:02 5000 A Pause    
13:54:07 5000 A Pause    
13:54:12 5000 A Pause    
13:54:17 5000 A Pause    
13:54:22 5000 A Pause    
13:54:27 5000 A Pause    
13:54:32 5000 A Pause    
13:54:37 5000 A Pause    
13:54:42 5000 A Pause    
13:54:47 5000 A Pause    
13:54:52 5000 A Pause    
13:54:57 5000 A Pause    
13:55:02 5000 A Pause    
13:55:07 5000 A Pause    
13:55:12 5000 A Pause    
13:55:17 5000 A Pause    
13:55:22 5000 A Pause    
13:55:27 5000 A Pause    
13:55:32 5000 A Pause    
13:55:37 5000 A Pause    
13:55:42 5000 A Pause    
13:55:47 5000 A Pause    
13:55:52 5000 A Pause    
13:55:57 5000 A Pause    
13:56:02 5000 A Pause    
13:56:07 5000 A Pause    
13:56:12 5000 A Pause    
13:56:17 5000 A Pause    
13:56:22 5000 A Pause    
13:56:27 5000 A Pause    
13:56:32 5000 A Pause    
13:56:37 5000 A Pause    
13:56:42 5000 A Pause    
13:56:47 5000 A Pause    
13:56:52 5000 A Pause    
13:56:57 5000 A Pause    
13:57:02 5000 A Pause    
13:57:07 5000 A Pause    
13:57:12 5000 A Pause    
13:57:17 5000 A Pause    
13:57:22 5000 A Pause    
13:57:27 5000 A Pause    
13:57:32 5000 A Pause    
13:57:37 5000 A Pause    
13:57:42 5000 A Pause    
13:57:47 5000 A Pause    
13:57:52 5000 A Pause    
13:57:57 5000 A Pause    
13:58:02 5000 A Pause    
13:58:07 5000 A Pause    
13:58:12 5000 A Pause    
13:58:17 5000 A Pause    
13:58:22 5000 A Pause    
13:58:27 5000 A Pause    
13:58:32 5000 A Pause    
13:58:37 5000 A Pause    
13:58:42 5000 A Pause    
13:58:47 5000 A Pause    
13:58:52 5000 A Pause    
13:58:57 5000 A Pause    
13:59:02 5000 A Pause    
13:59:07 5000 A Pause    
13:59:12 5000 A Pause    
13:59:17 5000 A Pause    
13:59:22 5000 A Pause    
13:59:27 5000 A Pause    
13:59:32 5000 A Pause    
13:59:37 5000 A Pause    
13:59:42 5000 A Pause    
13:59:47 5000 A Pause    
13:59:52 5000 A Pause    
13:59:57 5000 A Pause    
14:00:02 5000 A Pause    
14:00:07 5000 A Pause    
14:00:12 5000 A Pause    
14:00:17 5000 A Pause    
14:00:22 5000 A Pause    
14:00:27 5000 A Pause    
14:00:32 5000 A Pause    
14:00:37 5000 A Pause    
14:00:42 5000 A Pause    
14:00:47 5000 A Pause    
14:00:52 5000 A Pause    
14:00:57 5000 A Pause    
14:01:02 5000 A Pause    
14:01:07 5000 A Pause    
14:01:12 5000 A Pause    
14:01:17 5000 A Pause    
14:01:22 5000 A Pause    
14:01:27 5000 A Pause    
14:01:32 5000 A Pause    
14:01:37 5000 A Pause    
14:01:42 5000 A Pause    
14:01:47 5000 A Pause    
14:01:52 5000 A Pause    
14:01:57 5000 A Pause    
14:02:02 5000 A Pause    
14:02:07 5000 A Pause    
14:02:12 5000 A Pause    
