21:20:00 5040 A     
21:20:05 5000 A     
21:20:10 5000 A Pause    
21:20:15 5000 A Pause    
21:20:20 5000 A Pause    
21:20:25 5000 A Pause    
21:20:30 5000 A Pause    
21:20:35 5000 A Pause    
21:20:40 5000 A Pause    
21:20:45 5000 A Pause    
21:20:50 5000 A Pause    
21:20:55 5000 A Pause    
21:21:00 5000 A Pause    
21:21:05 5000 A Pause    
21:21:10 5000 A Pause    
21:21:15 5000 A Pause    
21:21:20 5000 A Pause    
21:21:25 5000 A Pause    
21:21:30 5000 A Pause    
21:21:35 5000 A Pause    
21:21:40 5000 A Pause    
21:21:45 5000 A Pause    
21:21:50 5000 A Pause    
21:21:55 5000 A Pause    
21:22:00 5000 A Pause    
21:22:05 5000 A Pause    
21:22:10 5000 A Pause    
21:22:15 5000 A Pause    
21:22:20 5000 A Pause    
21:22:25 5000 A Pause    
21:22:30 5000 A Pause    
21:22:35 5000 A Pause    
21:22:40 5000 A Pause    
21:22:45 5000 A Pause    
21:22:50 5000 A Pause    
21:22:55 5000 A Pause    
21:23:00 5000 A Pause    
21:23:05 5000 A Pause    
21:23:10 5000 A Pause    
21:23:15 5000 A Pause    
21:23:20 5000 A Pause    
21:23:25 5000 A Pause    
21:23:30 5000 A Pause    
21:23:35 5000 A Pause    
21:23:40 5000 A Pause    
21:23:45 5000 A Pause    
21:23:50 5000 A Pause    
21:23:55 5000 A Pause    
21:24:00 5000 A Pause    
21:24:05 5000 A Pause    
21:24:10 5000 A Pause    
21:24:15 5000 A Pause    
21:24:20 5000 A Pause    
21:24:25 5000 A Pause    
21:24:30 5000 A Pause    
21:24:35 5000 A Pause    
21:24:40 5000 A Pause    
21:24:45 5000 A Pause    
21:24:50 5000 A Pause    
21:24:55 5000 A Pause    
21:25:00 5000 A Pause    
21:25:05 5000 A Pause    
21:25:10 5000 A Pause    
21:25:15 5000 A Pause    
21:25:20 5000 A Pause    
21:25:25 5000 A Pause    
21:25:30 5000 A Pause    
21:25:35 5000 A Pause    
21:25:40 5000 A Pause    
21:25:45 5000 A Pause    
21:25:50 5000 A Pause    
21:25:55 5000 A Pause    
21:26:00 5000 A Pause    
21:26:05 5000 A Pause    
21:26:10 5000 A Pause    
21:26:15 5000 A Pause    
21:26:20 5000 A Pause    
21:26:25 5000 A Pause    
21:26:30 5000 A Pause    
21:26:35 5000 A Pause    
21:26:40 5000 A Pause    
