17:30:05 5040 A     
17:30:10 5000 A     
17:30:15 5000 A Pause    
17:30:20 5000 A Pause    
17:30:25 5000 A Pause    
17:30:30 5000 A Pause    
17:30:35 5000 A Pause    
17:30:40 5000 A Pause    
17:30:45 5000 A Pause    
17:30:50 5000 A Pause    
17:30:55 5000 A Pause    
17:31:00 5000 A Pause    
17:31:05 5000 A Pause    
17:31:10 5000 A Pause    
17:31:15 5000 A Pause    
17:31:20 5000 A Pause    
17:31:25 5000 A Pause    
17:31:30 5000 A Pause    
17:31:35 5000 A Pause    
17:31:40 5000 A Pause    
17:31:45 5000 A Pause    
17:31:50 5000 A Pause    
17:31:55 5000 A Pause    
17:32:00 5000 A Pause    
17:32:05 5000 A Pause    
17:32:10 5000 A Pause    
17:32:15 5000 A Pause    
17:32:20 5000 A Pause    
17:32:25 5000 A Pause    
17:32:30 5000 A Pause    
17:32:35 5000 A Pause    
17:32:40 5000 A Pause    
17:32:45 5000 A Pause    
17:32:50 5000 A Pause    
17:32:55 5000 A Pause    
17:33:00 5000 A Pause    
17:33:05 5000 A Pause    
17:33:10 5000 A Pause    
17:33:15 5000 A Pause    
17:33:20 5000 A Pause    
17:33:25 5000 A Pause    
17:33:30 5000 A Pause    
17:33:35 5000 A Pause    
17:33:40 5000 A Pause    
17:33:45 5000 A Pause    
17:33:50 5000 A Pause    
17:33:55 5000 A Pause    
17:34:00 5000 A Pause    
17:34:05 5000 A Pause    
17:34:10 5000 A Pause    
17:34:15 5000 A Pause    
17:34:20 5000 A Pause    
17:34:25 5000 A Pause    
17:34:30 5000 A Pause    
17:34:35 5000 A Pause    
17:34:40 5000 A Pause    
17:34:45 5000 A Pause    
17:34:50 5000 A Pause    
17:34:55 5000 A Pause    
17:35:00 5000 A Pause    
17:35:05 5000 A Pause    
17:35:10 5000 A Pause    
17:35:15 5000 A Pause    
17:35:20 5000 A Pause    
17:35:25 5000 A Pause    
17:35:30 5000 A Pause    
17:35:35 5000 A Pause    
17:35:40 5000 A Pause    
17:35:45 5000 A Pause    
17:35:50 5000 A Pause    
17:35:55 5000 A Pause    
17:36:00 5000 A Pause    
17:36:05 5000 A Pause    
17:36:10 5000 A Pause    
17:36:15 5000 A Pause    
17:36:20 5000 A Pause    
17:36:25 5000 A Pause    
17:36:30 5000 A Pause    
17:36:35 5000 A Pause    
17:36:40 5000 A Pause    
17:36:45 5000 A Pause    
17:36:50 5000 A Pause    
17:36:55 5000 A Pause    
17:37:00 5000 A Pause    
17:37:05 5000 A Pause    
17:37:10 5000 A Pause    
17:37:15 5000 A Pause    
17:37:20 5000 A Pause    
17:37:25 5000 A Pause    
17:37:30 5000 A Pause    
17:37:35 5000 A Pause    
17:37:40 5000 A Pause    
17:37:45 5000 A Pause    
17:37:50 5000 A Pause    
17:37:55 5000 A Pause    
17:38:00 5000 A Pause    
17:38:05 5000 A Pause    
17:38:10 5000 A Pause    
17:38:15 5000 A Pause    
17:38:20 5000 A Pause    
17:38:25 5000 A Pause    
17:38:30 5000 A Pause    
17:38:35 5000 A Pause    
17:38:40 5000 A Pause    
17:38:45 5000 A Pause    
17:38:50 5000 A Pause    
17:38:55 5000 A Pause    
17:39:00 5000 A Pause    
17:39:05 5000 A Pause    
17:39:10 5000 A Pause    
17:39:15 5000 A Pause    
17:39:20 5000 A Pause    
17:39:25 5000 A Pause    
17:39:30 5000 A Pause    
17:39:35 5000 A Pause    
17:39:40 5000 A Pause    
17:39:45 5000 A Pause    
17:39:50 5000 A Pause    
17:39:55 5000 A Pause    
17:40:00 5000 A Pause    
17:40:05 5000 A Pause    
17:40:10 5000 A Pause    
17:40:15 5000 A Pause    
17:40:20 5000 A Pause    
17:40:25 5000 A Pause    
17:40:30 5000 A Pause    
17:40:35 5000 A Pause    
17:40:40 5000 A Pause    
17:40:45 5000 A Pause    
17:40:50 5000 A Pause    
17:40:55 5000 A Pause    
17:41:00 5000 A Pause    
17:41:05 5000 A Pause    
17:41:10 5000 A Pause    
17:41:15 5000 A Pause    
17:41:20 5000 A Pause    
17:41:25 5000 A Pause    
17:41:30 5000 A Pause    
17:41:35 5000 A Pause    
17:41:40 5000 A Pause    
17:41:45 5000 A Pause    
17:41:50 5000 A Pause    
17:41:55 5000 A Pause    
17:42:00 5000 A Pause    
17:42:05 5000 A Pause    
17:42:10 5000 A Pause    
17:42:15 5000 A Pause    
17:42:20 5000 A Pause    
17:42:25 5000 A Pause    
17:42:30 5000 A Pause    
17:42:35 5000 A Pause    
17:42:40 5000 A Pause    
17:42:45 5000 A Pause    
17:42:50 5000 A Pause    
17:42:55 5000 A Pause    
17:43:00 5000 A Pause    
17:43:05 5000 A Pause    
17:43:10 5000 A Pause    
17:43:15 5000 A Pause    
17:43:20 5000 A Pause    
17:43:25 5000 A Pause    
17:43:30 5000 A Pause    
17:43:35 5000 A Pause    
17:43:40 5000 A Pause    
17:43:45 5000 A Pause    
17:43:50 5000 A Pause    
17:43:55 5000 A Pause    
17:44:00 5000 A Pause    
17:44:05 5000 A Pause    
17:44:10 5000 A Pause    
17:44:15 5000 A Pause    
17:44:20 5000 A Pause    
17:44:25 5000 A Pause    
17:44:30 5000 A Pause    
17:44:35 5000 A Pause    
17:44:40 5000 A Pause    
17:44:45 5000 A Pause    
17:44:50 5000 A Pause    
17:44:55 5000 A Pause    
17:45:00 5000 A Pause    
17:45:05 5000 A Pause    
17:45:10 5000 A Pause    
17:45:15 5000 A Pause    
17:45:20 5000 A Pause    
17:45:25 5000 A Pause    
17:45:30 5000 A Pause    
17:45:35 5000 A Pause    
17:45:40 5000 A Pause    
17:45:45 5000 A Pause    
17:45:50 5000 A Pause    
17:45:55 5000 A Pause    
17:46:00 5000 A Pause    
17:46:05 5000 A Pause    
17:46:10 5000 A Pause    
17:46:15 5000 A Pause    
17:46:20 5000 A Pause    
17:46:25 5000 A Pause    
17:46:30 5000 A Pause    
17:46:35 5000 A Pause    
17:46:40 5000 A Pause    
17:46:45 5000 A Pause    
17:46:50 5000 A Pause    
17:46:55 5000 A Pause    
17:47:00 5000 A Pause    
17:47:02 2650 A PR    
17:47:03 500 A PR    
17:47:04 1385 A CP    
17:47:05 1030 A PR    
17:47:06 885 A PR    
17:47:07 880 A PR    
17:47:08 880 A PR    
17:47:09 880 A PR    
17:47:10 885 A     
17:47:10 880 A     
17:47:11 880 A     
17:47:12 880 A     
17:47:13 885 A     
17:47:14 885 A     
17:47:15 875 A     
17:47:16 885 A     
17:47:17 885 A     
17:47:17 885 A     
17:47:18 880 A     
17:47:19 885 A     
17:47:20 885 A     
17:47:21 875 A     
17:47:22 885 A     
17:47:23 885 A     
17:47:24 890 A     
17:47:25 880 A     
17:47:25 890 A     
17:47:26 885 A     
17:47:27 885 A     
17:47:28 885 A     
17:47:29 885 A     
17:47:30 885 A     
17:47:31 885 A     
17:47:32 880 A     
17:47:33 930 A     
17:47:37 4370 A Pause    
17:47:38 880 A     
17:47:39 885 A     
17:47:40 885 A     
17:47:40 885 A     
17:47:41 880 A     
17:47:42 885 A     
17:47:43 880 A     
17:47:44 885 A     
17:47:45 880 A     
17:47:46 885 A     
17:47:47 885 A     
17:47:48 885 A     
