14:39:06 5040 A     
14:39:11 5000 A     
14:39:16 5000 A Pause    
14:39:21 5000 A Pause    
14:39:26 5000 A Pause    
14:39:31 5000 A Pause    
14:39:36 5000 A Pause    
14:39:41 5000 A Pause    
14:39:46 5000 A Pause    
14:39:51 5000 A Pause    
14:39:56 5000 A Pause    
14:40:01 5000 A Pause    
14:40:06 5000 A Pause    
14:40:11 5000 A Pause    
14:40:16 5000 A Pause    
14:40:21 5000 A Pause    
14:40:26 5000 A Pause    
14:40:31 5000 A Pause    
14:40:36 5000 A Pause    
14:40:41 5000 A Pause    
14:40:46 5000 A Pause    
14:40:51 5000 A Pause    
14:40:56 5000 A Pause    
14:41:01 5000 A Pause    
14:41:06 5000 A Pause    
14:41:11 5000 A Pause    
14:41:16 5000 A Pause    
14:41:21 5000 A Pause    
14:41:26 5000 A Pause    
14:41:31 5000 A Pause    
14:41:36 5000 A Pause    
14:41:41 5000 A Pause    
14:41:46 5000 A Pause    
14:41:51 5000 A Pause    
14:41:56 5000 A Pause    
14:42:01 5000 A Pause    
14:42:06 5000 A Pause    
14:42:11 5000 A Pause    
14:42:16 5000 A Pause    
14:42:21 5000 A Pause    
14:42:26 5000 A Pause    
14:42:31 5000 A Pause    
14:42:36 5000 A Pause    
14:42:41 5000 A Pause    
14:42:46 5000 A Pause    
14:42:51 5000 A Pause    
14:42:56 5000 A Pause    
14:43:01 5000 A Pause    
14:43:06 5000 A Pause    
14:43:11 5000 A Pause    
14:43:16 5000 A Pause    
14:43:21 5000 A Pause    
14:43:26 5000 A Pause    
14:43:31 5000 A Pause    
14:43:36 5000 A Pause    
14:43:41 5000 A Pause    
14:43:46 5000 A Pause    
14:43:51 5000 A Pause    
14:43:56 5000 A Pause    
14:44:01 5000 A Pause    
14:44:06 5000 A Pause    
14:44:11 5000 A Pause    
14:44:16 5000 A Pause    
14:44:21 5000 A Pause    
14:44:26 5000 A Pause    
14:44:31 5000 A Pause    
14:44:36 5000 A Pause    
14:44:41 5000 A Pause    
14:44:46 5000 A Pause    
14:44:51 5000 A Pause    
14:44:56 5000 A Pause    
14:45:01 5000 A Pause    
14:45:06 5000 A Pause    
14:45:11 5000 A Pause    
14:45:16 5000 A Pause    
14:45:21 5000 A Pause    
14:45:26 5000 A Pause    
14:45:31 5000 A Pause    
14:45:36 5000 A Pause    
14:45:41 5000 A Pause    
14:45:46 5000 A Pause    
14:45:51 5000 A Pause    
14:45:56 5000 A Pause    
14:46:01 5000 A Pause    
14:46:06 5000 A Pause    
14:46:11 5000 A Pause    
14:46:16 5000 A Pause    
14:46:21 5000 A Pause    
14:46:26 5000 A Pause    
14:46:31 5000 A Pause    
14:46:36 5000 A Pause    
14:46:41 5000 A Pause    
14:46:46 5000 A Pause    
14:46:51 5000 A Pause    
14:46:56 5000 A Pause    
14:47:01 5000 A Pause    
14:47:06 5000 A Pause    
14:47:11 5000 A Pause    
14:47:16 5000 A Pause    
14:47:21 5000 A Pause    
14:47:26 5000 A Pause    
14:47:31 5000 A Pause    
14:47:36 5000 A Pause    
14:47:41 5000 A Pause    
14:47:46 5000 A Pause    
14:47:51 5000 A Pause    
14:47:56 5000 A Pause    
14:48:01 5000 A Pause    
14:48:06 5000 A Pause    
14:48:11 5000 A Pause    
14:48:16 5000 A Pause    
14:48:21 5000 A Pause    
14:48:26 5000 A Pause    
14:48:31 5000 A Pause    
14:48:36 5000 A Pause    
14:48:41 5000 A Pause    
14:48:46 5000 A Pause    
14:48:51 5000 A Pause    
14:48:56 5000 A Pause    
14:49:01 5000 A Pause    
14:49:06 5000 A Pause    
14:49:11 5000 A Pause    
14:49:16 5000 A Pause    
14:49:21 5000 A Pause    
14:49:26 5000 A Pause    
14:49:31 5000 A Pause    
14:49:36 5000 A Pause    
14:49:41 5000 A Pause    
14:49:46 5000 A Pause    
14:49:51 5000 A Pause    
14:49:56 5000 A Pause    
14:50:01 5000 A Pause    
14:50:06 5000 A Pause    
14:50:11 5000 A Pause    
14:50:16 5000 A Pause    
14:50:21 5000 A Pause    
14:50:26 5000 A Pause    
14:50:31 5000 A Pause    
14:50:36 5000 A Pause    
14:50:41 5000 A Pause    
14:50:46 5000 A Pause    
14:50:51 5000 A Pause    
14:50:56 5000 A Pause    
14:51:01 5000 A Pause    
14:51:06 5000 A Pause    
14:51:11 5000 A Pause    
14:51:16 5000 A Pause    
14:51:21 5000 A Pause    
14:51:26 5000 A Pause    
14:51:31 5000 A Pause    
14:51:36 5000 A Pause    
14:51:41 5000 A Pause    
14:51:46 5000 A Pause    
14:51:51 5000 A Pause    
14:51:56 5000 A Pause    
14:52:01 5000 A Pause    
14:52:06 5000 A Pause    
14:52:11 5000 A Pause    
14:52:16 5000 A Pause    
14:52:21 5000 A Pause    
14:52:26 5000 A Pause    
14:52:31 5000 A Pause    
14:52:36 5000 A Pause    
14:52:41 5000 A Pause    
14:52:46 5000 A Pause    
14:52:51 5000 A Pause    
14:52:56 5000 A Pause    
14:53:01 5000 A Pause    
14:53:06 5000 A Pause    
14:53:11 5000 A Pause    
14:53:16 5000 A Pause    
14:53:21 5000 A Pause    
14:53:26 5000 A Pause    
14:53:31 5000 A Pause    
14:53:36 5000 A Pause    
14:53:41 5000 A Pause    
14:53:46 5000 A Pause    
14:53:51 5000 A Pause    
14:53:56 5000 A Pause    
14:54:01 5000 A Pause    
14:54:06 5000 A Pause    
14:54:11 5000 A Pause    
14:54:16 5000 A Pause    
14:54:21 5000 A Pause    
14:54:26 5000 A Pause    
14:54:31 5000 A Pause    
14:54:36 5000 A Pause    
14:54:41 5000 A Pause    
14:54:46 5000 A Pause    
14:54:51 5000 A Pause    
14:54:56 5000 A Pause    
14:55:01 5000 A Pause    
14:55:06 5000 A Pause    
14:55:11 5000 A Pause    
14:55:16 5000 A Pause    
14:55:21 5000 A Pause    
14:55:26 5000 A Pause    
14:55:31 5000 A Pause    
14:55:36 5000 A Pause    
14:55:41 5000 A Pause    
14:55:46 5000 A Pause    
14:55:51 5000 A Pause    
14:55:56 5000 A Pause    
14:56:01 5000 A Pause    
14:56:06 5000 A Pause    
14:56:11 5000 A Pause    
14:56:16 5000 A Pause    
14:56:21 5000 A Pause    
14:56:26 5000 A Pause    
14:56:31 5000 A Pause    
14:56:36 5000 A Pause    
14:56:41 5000 A Pause    
14:56:46 5000 A Pause    
14:56:51 5000 A Pause    
14:56:56 5000 A Pause    
14:57:01 5000 A Pause    
14:57:06 5000 A Pause    
14:57:11 5000 A Pause    
14:57:16 5000 A Pause    
14:57:21 5000 A Pause    
14:57:26 5000 A Pause    
14:57:31 5000 A Pause    
14:57:36 5000 A Pause    
14:57:41 5000 A Pause    
14:57:46 5000 A Pause    
14:57:51 5000 A Pause    
14:57:56 5000 A Pause    
14:58:01 5000 A Pause    
14:58:06 5000 A Pause    
14:58:11 5000 A Pause    
14:58:16 5000 A Pause    
14:58:21 5000 A Pause    
14:58:26 5000 A Pause    
14:58:31 5000 A Pause    
14:58:36 5000 A Pause    
14:58:41 5000 A Pause    
14:58:46 5000 A Pause    
14:58:51 5000 A Pause    
14:58:56 5000 A Pause    
14:59:01 5000 A Pause    
14:59:06 5000 A Pause    
14:59:11 5000 A Pause    
14:59:16 5000 A Pause    
14:59:21 5000 A Pause    
14:59:26 5000 A Pause    
14:59:31 5000 A Pause    
14:59:36 5000 A Pause    
14:59:41 5000 A Pause    
14:59:46 5000 A Pause    
14:59:51 5000 A Pause    
14:59:56 5000 A Pause    
15:00:01 5000 A Pause    
15:00:06 5000 A Pause    
15:00:11 5000 A Pause    
15:00:16 5000 A Pause    
15:00:21 5000 A Pause    
15:00:26 5000 A Pause    
15:00:31 5000 A Pause    
15:00:36 5000 A Pause    
15:00:41 5000 A Pause    
15:00:46 5000 A Pause    
15:00:51 5000 A Pause    
15:00:56 5000 A Pause    
15:01:01 5000 A Pause    
15:01:06 5000 A Pause    
15:01:11 5000 A Pause    
15:01:16 5000 A Pause    
15:01:21 5000 A Pause    
15:01:26 5000 A Pause    
15:01:31 5000 A Pause    
15:01:36 5000 A Pause    
15:01:41 5000 A Pause    
15:01:46 5000 A Pause    
15:01:51 5000 A Pause    
15:01:56 5000 A Pause    
15:02:01 5000 A Pause    
15:02:06 5000 A Pause    
15:02:11 5000 A Pause    
15:02:16 5000 A Pause    
15:02:21 5000 A Pause    
15:02:26 5000 A Pause    
15:02:31 5000 A Pause    
15:02:36 5000 A Pause    
15:02:41 5000 A Pause    
15:02:46 5000 A Pause    
15:02:51 5000 A Pause    
15:02:56 5000 A Pause    
15:03:01 5000 A Pause    
15:03:06 5000 A Pause    
15:03:11 5000 A Pause    
15:03:16 5000 A Pause    
15:03:21 5000 A Pause    
15:03:26 5000 A Pause    
15:03:31 5000 A Pause    
15:03:36 5000 A Pause    
15:03:41 5000 A Pause    
15:03:46 5000 A Pause    
15:03:51 5000 A Pause    
15:03:56 5000 A Pause    
15:04:01 5000 A Pause    
15:04:06 5000 A Pause    
15:04:11 5000 A Pause    
15:04:16 5000 A Pause    
15:04:21 5000 A Pause    
15:04:26 5000 A Pause    
15:04:31 5000 A Pause    
15:04:36 5000 A Pause    
15:04:41 5000 A Pause    
15:04:46 5000 A Pause    
15:04:51 5000 A Pause    
15:04:56 5000 A Pause    
15:05:01 5000 A Pause    
15:05:06 5000 A Pause    
15:05:11 5000 A Pause    
15:05:16 5000 A Pause    
15:05:21 5000 A Pause    
15:05:26 5000 A Pause    
15:05:31 5000 A Pause    
15:05:36 5000 A Pause    
15:05:41 5000 A Pause    
15:05:46 5000 A Pause    
15:05:51 5000 A Pause    
15:05:56 5000 A Pause    
15:06:01 5000 A Pause    
15:06:06 5000 A Pause    
15:06:11 5000 A Pause    
15:06:16 5000 A Pause    
15:06:21 5000 A Pause    
15:06:26 5000 A Pause    
15:06:31 5000 A Pause    
15:06:36 5000 A Pause    
15:06:41 5000 A Pause    
15:06:46 5000 A Pause    
15:06:51 5000 A Pause    
15:06:56 5000 A Pause    
15:07:01 5000 A Pause    
15:07:06 5000 A Pause    
15:07:11 5000 A Pause    
15:07:16 5000 A Pause    
15:07:21 5000 A Pause    
15:07:26 5000 A Pause    
15:07:31 5000 A Pause    
15:07:36 5000 A Pause    
15:07:41 5000 A Pause    
15:07:46 5000 A Pause    
15:07:51 5000 A Pause    
15:07:56 5000 A Pause    
15:08:01 5000 A Pause    
